booktitle,author,key,title
TREC,James C. French,conf/trec/VilesF95,TREC-4 Experiments using DRIFT.
,Marcus Hutter,journals/mima/LeggH07,Universal Intelligence: A Definition of Machine Intelligence.
CHI Extended Abstracts,Patrick Olivier,conf/chi/LindsayTO12,Opportunistic engagement by designing on the street.
CICLing,Marius Pasca,conf/cicling/Pasca05,Finding Instance Names and Alternative Glosses on the Web: WordNet Reloaded.
AAAI,Mark Fasciano,conf/aaai/Fasciano94,Situated Agents Can Have Plans.
LAMAS,Adrian K. Agogino,conf/lamas/TumerA05,Efficient Reward Functions for Adaptive Multi-rover Systems.
,Daniel Lemire,journals/corr/abs-0906-0910,On the Challenges of Collaborative Data Processing
,Nanning Zheng,journals/tc/RenKZ16,Fault-Aware Load-Balancing Routing for 2D-Mesh and Torus On-Chip Network Topologies.
IPCCC,Xiao Qin,conf/ipccc/RuanZATJQ12,Improving write performance by enhancing internal parallelism of Solid State Drives.
,Nicolas Vayatis,journals/paa/ClemenconDV13,An empirical comparison of learning algorithms for nonparametric scoring: the TreeRank algorithm and other methods.
ICC,Bhaskar D. Rao,conf/icc/RohR05,MIMO spatial multiplexing systems with limited feedback.
SBIA,Edwin R. Hancock,conf/sbia/LeiteH96,Iterative Curve Organisation with the EM Algorithm.
Brain and Health Informatics,Ning Zhong,conf/brain/LiWZLSLZ13,Role of the Prefrontal Cortex (PFC) on Processing the Social Statistical Information: An fMRI Study.
ICANN,Hans-Georg Zimmermann,conf/icann/MullerZ01,Symbolic Prosody Modeling by Causal Retro-causal NNs with Variable Context Length.
CIKM,Riichiro Take,conf/cikm/HaradaAOT98,Dynamic Skew Handling in Parallel Mining of Association Rules.
CVPR,Yimin Zhang 0001,conf/cvpr/LiLCXZ10,Bundled depth-map merging for multi-view stereo.
Odyssey,Douglas E. Sturim,conf/odyssey/SingerTRMRDS12,The MITLL NIST LRE 2011 language recognition system.
TIME,Mark S. Boddy,conf/time/Boddy97,Practical Temporal Reasoning for Real Scheduling Applications.
,Gene H. Golub,journals/tip/NguyenMG01a,Efficient generalized cross-validation with applications to parametric image restoration and resolution enhancement.
KDD,Jesús Cerquides,conf/kdd/Cerquides99,Applying General Bayesian Techniques to Improve TAN Induction.
AAAI,Heni Ben Amor,conf/aaai/LuckPBKA16,Sparse Latent Space Policy Search.
,Jun Wang,journals/cluster/WuGW13,Classified power capping by network distribution trees for green computing.
,Majid Sarrafzadeh,journals/titb/DabiriMNHLTSS09,A Telehealth Architecture for Networked Embedded Systems: A Case Study in In Vivo Health Monitoring.
APWeb,Yiyuan Bai,conf/apweb/RuanWHPB13,Uncertain Subgraph Query Processing over Uncertain Graphs.
WS-REST,Rik Van de Walle,conf/rest/VerborghSDCVW12,Functional descriptions as the bridge between hypermedia APIs and the Semantic Web.
The Data Mining and Knowledge Discovery Handbook,Sigal Sahar,books/sp/datamining2005/Sahar05,Interestingness Measures - On Determining What Is Interesting.
,Takeshi Tokuyama,journals/algorithmica/OhtaSST05,"A Fast, Accurate, and Simple Method for Pricing European-Asian and Saving-Asian Options."
SC,Dharmendra S. Modha,conf/sc/AnanthanarayananM07,Anatomy of a cortical simulator.
SIGMETRICS,Joseph L. Hellerstein,conf/sigmetrics/BerryH91,An Approach to Detecting Changes in the Factors Affecting the Performance of Computer Systems.
SEAMS,Wouter Joosen,conf/icse/WeynsHEHHJ08,Endogenous versus exogenous self-management.
IEEE Symposium on Computer Arithmetic,Naphtali Rishe,conf/arith/Rishe89,Lexicographic encoding of numeric data fields.
BSI@PAKDD/BSIC@IJCAI,Xiaokang Yang,conf/pakdd/XuLHY13,World Expo Problem and Its Mixed Integer Programming Based Solution.
NIPS,Xiang Bai,conf/nips/LateckiLSB08,Multiscale Random Fields with Application to Contour Grouping.
NIPS,Charles Kemp,conf/nips/XuK10,Inference and communication in the game of Password.
CIKM,Jaap Kamps,conf/cikm/ArampatzisK09,A signal-to-noise approach to score normalization.
Active Mining,Yuji Matsumoto,conf/amining/ShimboYM03,Sentence Role Identification in Medline Abstracts: Training Classifier with Structured Abstracts.
RTSS,Krithi Ramamritham,conf/rtss/SrinivasanLR98,Maintaining Temporal Coherency of Virtual Data Warehouses.
WACV,Carme Torras,conf/wacv/DellenAFT11,Segmenting color images into surface patches by exploiting sparse depth data.
,Johannes Uhlmann,journals/siamdm/GuoKNU10,A More Relaxed Model for Graph-Based Data Clustering: s-Plex Cluster Editing.
FDG,Eva Hudlicka,conf/fdg/Hudlicka09,Affective game engines: motivation and requirements.
ICAPS,Malte Helmert,conf/aips/SeippPH15,New Optimization Functions for Potential Heuristics.
,Ying Zhang,journals/tpds/YangYXDJDZ09,"Fei Teng 64 Stream Processing System: Architecture, Compiler, and Programming."
EDBT/ICDT Workshops,Alexandra Poulovassilis,conf/edbt/BrownlowP14,Intersection Schemas as a Dataspace Integration Technique.
SIS,Mohamed Kamel,conf/swis/YangK03,Clustering ensemble using swarm intelligence.
AIME,Jacques Wainer,conf/aime/MonteiroW01,A Conceptual Framework to Model Chronic and Long-Term Diseases.
CIKM,W. Bruce Croft,conf/cikm/DangXC11,Inferring query aspects from reformulations using clustering.
,Munindar P. Singh,journals/internet/Singh02e,From the Editor in Chief: Who You Gonna Call?
WWW,Lide Wu,conf/www/ZhouJZHW10,Selective recrawling for object-level vertical search.
HLT-NAACL,Jack Mostow,conf/naacl/ChenCM12,Towards Using EEG to Improve ASR Accuracy.
CIKM,Mukesh K. Mohania,conf/cikm/BambaRM05,OSQR: overlapping clustering of query results.
APWeb,Gencai Chen,conf/apweb/XuCC06,A Color Bar Based Affective Annotation Method for Media Player.
,Michael N. Huhns,journals/internet/Huhns02a,Agents as Web Services.
,Rajesh C. Sachdeo,journals/ior/ChaovalitwongseFS08,Novel Optimization Models for Abnormal Brain Activity Classification.
TRIDENTCOM,Tao Li,conf/tridentcom/MaWZL14,An Evolving Architecture for Network Virtualization.
,Munindar P. Singh,journals/internet/ChakravartyS08,Incorporating Events into Cross-Organizational Business Processes.
,Jon Crowcroft,journals/ccr/DingKSKOTC14,Bridging the gap between internet standardization and networking research.
VLDB,Won Kim,conf/vldb/WoelkK87,Multimedia Information Management in an Object-Oriented Database System.
,Munindar P. Singh,journals/internet/Singh99a,"Being Interactive: Write Asynchronous, Run Synchronous."
CIKM,Mukesh K. Mohania,conf/cikm/ChaturvediFSM10,Estimating accuracy for text classification tasks on large unlabeled data.
ICASSP (5),Tsuhan Chen,conf/icassp/LiuC06,Object Detection in Video with Graphical Models.
,Robert E. Schapire,journals/iandc/GoldmanKS95,On the Sample Complexity of Weakly Learning
AAAI,Heng Huang,conf/aaai/WangNH14,Globally and Locally Consistent Unsupervised Projection.
,Aarti Singh,journals/corr/AzizyanKS15,Extreme Compressive Sampling for Covariance Estimation.
,Ronald R. Yager,journals/ijgs/Yager10,Finding the maximal membership in a fuzzy set of an element from another fuzzy set.
,Moshe Y. Vardi,journals/cacm/Vardi08a,"""Where do you come from? and where are you going?""."
KR,Zhongyuan Wang,conf/kr/LuoSZHW16,Commonsense Causal Reasoning between Short Texts.
IGARSS,Bin Li,conf/igarss/RongSZTCYL11,A new physically based method for Air temperature downscaling.
COMPUTE,P. Radha Krishna,conf/compute/DeepakRSK12,Texture edge statistics for efficient retrieval of biomedical images.
,Takayuki Ito,journals/jip/KanamoriTI14,Evaluation of Traffic Management Strategies with Anticipatory Stigmergy.
IWANN (2),Paolo Puliti,conf/iwann/TasciniMFP99,Input Pre-Processing for Transformation Invariant Pattern Recognition.
INFOCOM,Victor O. K. Li,conf/infocom/LeeL94a,A Circuit Rerouting Algorithm for All-Optical Wide-Area Networks.
,Igor L. Markov,journals/dt/Markov11a,Getting Your Bits in Order.
ICDE,Sergio Martínez,conf/icde/Soria-ComasD0M16,t-closeness through microaggregation: Strict privacy with enhanced utility preservation.
,Mark Gahegan,journals/gis/Gahegan03,Is inductive machine learning just another wild goose (or might it lay the golden egg)?
,Dirk Pattinson,journals/tcs/CirsteaP07,Modular construction of complete coalgebraic logics.
RoboCup,Klaus Dorer,conf/robocup/Dorer09,Modeling Human Decision Making Using Extended Behavior Networks.
OOPSLA Companion,David R. Karger,conf/oopsla/SinhaMK05,Incremental exploratory visualization of relationships in large codebases for program comprehension.
,Jie Yang 0002,journals/sigpro/DuWHY13,MIL-SKDE: Multiple-instance learning with supervised kernel density estimation.
ICRA,Vincenzo Liberatore,conf/icra/NgaiNL02,"An Experiment in Internet-Based, Human-Assisted Robotics."
,Katsumi Tanaka,journals/ir/KatoST13,When do people use query suggestion? A query suggestion log analysis.
JFPLC,Philippe Mathieu,conf/jfplc/RousselM96,Une nouvelle méthode de compilation logique: l'achèvement par cycles.
OTM Workshops,Alexander Löser,conf/otm/MuthmannL10,Detecting Near-Duplicate Relations in User Generated Forum Content.
Parallel Processing of Discrete Optimization Problems,Vipin Kumar,conf/dimacs/KarypisGK94,Experiences with a Parallel Formulation of an Interior Point Algorithm.
,Clement T. Yu,journals/pami/RaghavanY81,A Comparison of the Stability Characteristics of Some Graph Theoretic Clustering Methods.
,John Wright,journals/corr/abs-1208-0432,Efficient Point-to-Subspace Query in $\ell^1$ with Application to Robust Face Recognition
CIKM,Dinusha Vatsalan,conf/cikm/ChristenV13,Flexible and extensible generation and corruption of personal data.
,Richard D. Lawrence,journals/datamine/ZhuHL15,A general framework for predictive tensor modeling with domain knowledge.
,Suresh Venkatasubramanian,journals/corr/PaulV15,A Group Theoretic Perspective on Unsupervised Deep Learning.
IJCAI,Kurt Konolige,conf/ijcai/Konolige81,A Metalanguage Representation of Relational Databases for Deductive Question-Answering Systems.
,H. Vincent Poor,journals/tsp/BetzP08,Energy Efficient Communications in CDMA Networks: A Game Theoretic Analysis Considering Operating Costs.
VLDB,Mokhtar Kandil,conf/vldb/StillgerLMK01,LEO - DB2's LEarning Optimizer.
ASAP,Gang Qu,conf/asap/ZhouQ11,An energy efficient adaptive event detection scheme for wireless sensor network.
DaWaK,Stefan Schönauer,conf/dawak/KriegelS03,Similarity Search in Structured Data.
,Farshad Fotouhi,journals/ijig/WangPGF09,Moving Camera Moving Object Segmentation in Compressed Video Sequences.
APSEC,Sukhamay Kundu,conf/apsec/Kundu01,The Canonical Functional Design Based on the Domination-Relationship among Data.
CVPR,Shimon Ullman,conf/cvpr/BachelderU92,Contour matching using local affine transformations.
DFMA,Franck Morvan,conf/dfma/MarsitHMM05,Query Processing in Mobile Environments: A Survey and Open Problems.
ICASSP,Osamu Kakusho,conf/icassp/YanagidaK76,Discrete Fourier transform based on a double-sampling and its applications.
,Xiang Li,journals/ijbc/WangZWL13,The Impact of Human Location-Specific Contact Pattern on the SIR epidemic Transmission between Populations.
EC,Chen Zhang,conf/sigecom/FrikkenAZ05,Privacy-preserving credit checking.
,Heon Young Yeom,journals/comcom/KwonY05,Adjustable broadcast protocol for large-scale near-video-on-demand systems.
,Amit P. Sheth,journals/jiis/CardosoS03,Semantic E-Workflow Composition.
,Jagath C. Rajapakse,journals/bmcbi/VeronikaWNMR11,Correlation of cell membrane dynamics and cell motility.
,David Chen,journals/jim/TuZC16,A federated approach to develop enterprise interoperability.
Int. CMG Conference,Kenneth C. Sevcik,conf/cmg/LazowskaZGS85,Quantitative System Performance.
,Roberto Navigli,journals/coling/VelardiFN13,OntoLearn Reloaded: A Graph-Based Algorithm for Taxonomy Induction.
ICCSA (1),Yugyung Lee,conf/iccsa/KimPKL04,The Efficient Web-Based Mobile GIS Service System through Reduction of Digital Map.
,Manfred Hauswirth,journals/sigbed/ShuWZCWH08,NetTopo: beyond simulator and visualizer for wireless sensor networks.
SIGIR,Nina Mishra,conf/sigir/StantonIM14,Circumlocution in diagnostic medical queries.
,Toby Walsh,journals/corr/abs-0909-4437,Manipulation and gender neutrality in stable marriage procedures
CVPR (1),Vladimir Pavlovic,conf/cvpr/MoonP06,Impact of Dynamics on Subspace Embedding and Tracking of Sequences.
DL,Jonathan J. Hull,conf/dl/SrihariWH94,Document Recognition for a Digital Library.
BMVC,Michael Brady 0001,conf/bmvc/FawcettZB93,Extracting Structure from an Affine View of a 3D Point Set with One or Two Bilateral Symmetries.
VLSI-SoC,Luca Benini,conf/vlsi/MagnoLBSB10,Energy aware multimodal embedded video surveillance.
CVPR,Horst Bischof,conf/cvpr/ZachIB08,What can missing correspondences tell us about 3D structure and motion?
ISPA,Sheng Zhong,conf/ispa/WangLZ09,Fuzzy Decision Tree Based Inference Technology for Spam Behavior Recognition.
,Zoran Obradovic,journals/npsc/FletcherO95,A discrete approach to constructive neural network learning.
SDM,Jilles Vreeken,conf/sdm/NguyenMV16,Universal Dependency Analysis.
,H. Vincent Poor,journals/iet-com/RibeiroCCQP14,Clustered-orthogonal frequency division multiplexing for power line communication: when is it beneficial?
,Paul Mineiro,journals/corr/KarampatziakisM15,Multilabel Prediction via Calibration.
,Elisa Bertino,journals/ijnm/ZouKB07,A dynamic key management solution to access hierarchy.
IJCAI,George R. Kiss,conf/ijcai/Kiss73,Outlines of a Computer Model of Motivation.
IJCAI,Regina Barzilay,conf/ijcai/SnyderB07,Database-Text Alignment via Structured Multilabel Classification.
SAS,Herbert Wiklicky,conf/sas/PierroHW02,Analysing Approximate Confinement under Uniform Attacks.
,Chong Jin Ong,journals/tnn/YangO11,Determination of Global Minima of Some Common Validation Functions in Support Vector Machine.
NIPS,Petros Drineas,conf/nips/BoutsidisMD09,Unsupervised Feature Selection for the $k$-means Clustering Problem.
,Max Welling,journals/corr/ParkFCW16,Practical Privacy For Expectation Maximization.
FSTTCS,Samir Khuller,conf/fsttcs/GuhaK98,Improved Methods for Approximating Node Weighted Steiner Trees and Connected Dominating Sets.
Mobile Information Management,Christian S. Jensen,conf/dagstuhl/BreunigJ04,04441 Working Group - Research Issues in Mobile Querying.
,Ke Wang,journals/cma/PangW11,Function series theory of time scales.
CIKM,ChengXiang Zhai,conf/cikm/ShenTZ05,Implicit user modeling for personalized search.
,Yong Shi,journals/ijitdm/Shi11a,Editor's Introduction.
,Hans J. Berliner,journals/aim/Berliner89,Hitech Chess Report - Hitech Defeats Denker in AGS Challenge Match.
KES (4),Mineichi Kudo,conf/kes/YamadaTK05,Person Recognition by Pressure Sensors.
GI Jahrestagung,Jörg R. J. Schirra,conf/gi/StrothotteS98,Computervisualistik: Ein Beitrag zur Diskussion universitärer Ausbildung im Bereich Multimedia.
NIPS,Lawrence K. Saul,conf/nips/ShaS06,Large Margin Hidden Markov Models for Automatic Speech Recognition.
EMNLP-CoNLL,Jeffrey Dean,conf/emnlp/BrantsPXOD07,Large Language Models in Machine Translation.
,Limsoon Wong,journals/jbcb/Wong11a,"Introduction - Some New Results and Tools for Protein Function Prediction, RNA Target Site Prediction, Genotype Calling, Environmental Genomics, and More."
,Jing Hua,journals/cvgip/TaimouriH14,Deformation similarity measurement in quasi-conformal shape space.
,Michael I. Jordan,journals/automatica/LindstenSJ13,Bayesian semiparametric Wiener system identification.
CoNLL,Yoshimi Suzuki,conf/conll/FukumotoS04,A Comparison of Manual and Automatic Constructions of Category Hierarchy for Classifying Large Corpora.
,Alberto H. F. Laender,journals/dke/CasanovaTL93,On the Design and Maintenance of Optimized Relational Representations of Entity-Relationship Schemas.
,Horacio Saggion,journals/pdln/BarbieriRS15,Is this Tweet Satirical? A Computational Approach for Satire Detection in Spanish.
AAAI,Gregory Dudek,conf/aaai/SimD04,Self-Organizing Visual Maps.
,Roy Rada,journals/cacm/Rada98,Corporate Shortcut to Standardization.
,Thierry Siméon,journals/tcbb/CortesBES11,Encoding Molecular Motions in Voxel Maps.
,Benjamin Kuipers,journals/ijrr/BeesonMK10,Factoring the Mapping Problem: Mobile Robot Map-building in the Hybrid Spatial Semantic Hierarchy.
IJCAI,Pedro Meseguer,conf/ijcai/HernandezM07,Improving LRTA*(k).
JCDL,Smaranda Muresan,conf/jcdl/KlavansM01,Evaluation of DEFINDER: a system to mine definitions from consumer-oriented medical text.
,Abdol-Hossein Esfahanian,journals/jpdc/LinME95,Adaptive Multicast Wormhole Routing in 2D Mesh Multicomputers.
COMPSAC (1),Hong Mei,conf/compsac/YouZXM09,Towards a Well Structured and Dynamic Application Server.
,Ghulum Bakiri,journals/ml/DietterichHB95,A Comparison of ID3 and Backpropagation for English Text-to-Speech Mapping.
LICS,Michael J. Maher,conf/lics/Maher05,Herbrand Constraint Abduction.
ML,Gerald Tesauro,conf/icml/Tesauro88,Connectionist Learning of Expert Backgammon Evaluations.
